Profile,Wheel,Depth.Upper,Depth.Lower,ConeIndex,Crop,Tillage,ResidueRemoved,Plot,Field,Block,Plot_2,Side,Tx,GWC,BD,VWC,TC.perc,OM.perc
309E,Trafficked,0,5,0.55405688,AlfaCorn,NT,60,309,71,3,9,E,9,,,,,
309E,Untrafficked,0,5,0.722854116,AlfaCorn,NT,60,309,71,3,9,E,9,0.197135636,1.296531525,0.255592567,2.55,3.9
309E,Trafficked,5,15,1.55171441,AlfaCorn,NT,60,309,71,3,9,E,9,,,,,
309E,Untrafficked,5,15,1.660313583,AlfaCorn,NT,60,309,71,3,9,E,9,0.214415067,1.551658782,0.332699022,2.15,3
309E,Trafficked,15,30,1.371986118,AlfaCorn,NT,60,309,71,3,9,E,9,,,,,
309E,Untrafficked,15,30,1.438328872,AlfaCorn,NT,60,309,71,3,9,E,9,0.229296527,1.55281758,0.356055678,1.94,3
309E,Trafficked,30,60,1.056934469,AlfaCorn,NT,60,309,71,3,9,E,9,,,,,
309E,Untrafficked,30,60,1.115503133,AlfaCorn,NT,60,309,71,3,9,E,9,0.193163752,1.782487094,0.344311895,0.6,1.5
309W,Trafficked,0,5,0.656416503,AlfaCorn,NT,60,309,71,3,9,W,9,,,,,
309W,Untrafficked,0,5,0.942298951,AlfaCorn,NT,60,309,71,3,9,W,9,0.212966762,1.330706676,0.283396293,2.37,3.7
309W,Trafficked,5,15,1.602629969,AlfaCorn,NT,60,309,71,3,9,W,9,,,,,
309W,Untrafficked,5,15,1.737467294,AlfaCorn,NT,60,309,71,3,9,W,9,0.216803954,1.538904848,0.333640656,2.31,3.1
309W,Trafficked,15,30,1.808948019,AlfaCorn,NT,60,309,71,3,9,W,9,,,,,
309W,Untrafficked,15,30,1.817545306,AlfaCorn,NT,60,309,71,3,9,W,9,0.239175258,1.520385896,0.363638688,1.7,2.7
309W,Trafficked,30,60,1.4440848,AlfaCorn,NT,60,309,71,3,9,W,9,,,,,
309W,Untrafficked,30,60,2.035880808,AlfaCorn,NT,60,309,71,3,9,W,9,0.221024259,1.688142955,0.373120545,1.39,1.7
321E,Trafficked,0,5,0.307572137,CC,NT,60,321,71,3,21,E,6,,,,,
321E,Untrafficked,0,5,0.342190672,CC,NT,60,321,71,3,21,E,6,0.194843618,1.122879333,0.218785872,2.36,3.6
321E,Trafficked,5,15,1.00722788,CC,NT,60,321,71,3,21,E,6,,,,,
321E,Untrafficked,5,15,1.119749853,CC,NT,60,321,71,3,21,E,6,0.22173913,1.489456075,0.330270695,2.28,3.5
321E,Trafficked,15,30,1.836011914,CC,NT,60,321,71,3,21,E,6,,,,,
321E,Untrafficked,15,30,1.641568092,CC,NT,60,321,71,3,21,E,6,0.248501798,1.451585839,0.360721691,2.01,
321E,Trafficked,30,60,1.848293498,CC,NT,60,321,71,3,21,E,6,,,,,
321E,Untrafficked,30,60,1.920858084,CC,NT,60,321,71,3,21,E,6,0.226456417,1.682501233,0.381013201,1.04,
321W,Trafficked,0,5,0.515906074,CC,NT,60,321,71,3,21,W,6,,,,,
321W,Untrafficked,0,5,0.562824962,CC,NT,60,321,71,3,21,W,6,0.190742625,1.45279106,0.27710918,2.13,3.4
321W,Trafficked,5,15,1.139979585,CC,NT,60,321,71,3,21,W,6,,,,,
321W,Untrafficked,5,15,1.165328048,CC,NT,60,321,71,3,21,W,6,0.198152813,1.603078624,0.317654538,1.94,2.6
321W,Trafficked,15,30,1.96911221,CC,NT,60,321,71,3,21,W,6,,,,,
321W,Untrafficked,15,30,1.633290075,CC,NT,60,321,71,3,21,W,6,0.231891104,1.475862166,0.342239306,1.47,
321W,Trafficked,30,60,1.671953155,CC,NT,60,321,71,3,21,W,6,,,,,
321W,Untrafficked,30,60,1.81336657,CC,NT,60,321,71,3,21,W,6,0.217637958,1.680902788,0.36582825,0.97,
322E,Trafficked,0,5,0.18920729,CC,CP,0,322,71,3,22,E,1,,,,,
322E,Untrafficked,0,5,0.014051312,CC,CP,0,322,71,3,22,E,1,0.249072602,1.063283911,0.26483489,2.96,4.6
322E,Trafficked,5,15,0.458753067,CC,CP,0,322,71,3,22,E,1,,,,,
322E,Untrafficked,5,15,0.416710633,CC,CP,0,322,71,3,22,E,1,0.256234719,1.403798993,0.35970204,2.76,3.6
322E,Trafficked,15,30,1.678283572,CC,CP,0,322,71,3,22,E,1,,,,,
322E,Untrafficked,15,30,1.377716324,CC,CP,0,322,71,3,22,E,1,0.277005827,1.441700262,0.399359373,2.56,
322E,Trafficked,30,60,1.776125799,CC,CP,0,322,71,3,22,E,1,,,,,
322E,Untrafficked,30,60,1.412889571,CC,CP,0,322,71,3,22,E,1,0.291522491,1.672675304,0.487622472,1.67,
322W,Trafficked,0,5,0.131238847,CC,CP,0,322,71,3,22,W,1,,,,,
322W,Untrafficked,0,5,0.463119579,CC,CP,0,322,71,3,22,W,1,0.242424242,1.272160769,0.308402611,2.79,3.5
322W,Trafficked,5,15,0.473940865,CC,CP,0,322,71,3,22,W,1,,,,,
322W,Untrafficked,5,15,0.953101573,CC,CP,0,322,71,3,22,W,1,0.238024508,1.464639491,0.348620094,2.52,3.4
322W,Trafficked,15,30,1.144068359,CC,CP,0,322,71,3,22,W,1,,,,,
322W,Untrafficked,15,30,1.479395861,CC,CP,0,322,71,3,22,W,1,0.272642824,1.480232266,0.403574705,2,
322W,Trafficked,30,60,1.432125086,CC,CP,0,322,71,3,22,W,1,,,,,
322W,Untrafficked,30,60,1.460281117,CC,CP,0,322,71,3,22,W,1,0.262036016,1.678078302,0.439716953,1.02,
401E,Trafficked,0,5,0.482117633,AlfaCorn,NT,60,401,71,4,1,E,9,,,,,
401E,Untrafficked,0,5,0.708994647,AlfaCorn,NT,60,401,71,4,1,E,9,0.214599824,1.187892817,0.254921589,2.73,4.1
401E,Trafficked,5,15,1.773768409,AlfaCorn,NT,60,401,71,4,1,E,9,,,,,
401E,Untrafficked,5,15,1.555482112,AlfaCorn,NT,60,401,71,4,1,E,9,0.218245308,1.409761309,0.307673791,2.46,3.6
401E,Trafficked,15,30,1.833584818,AlfaCorn,NT,60,401,71,4,1,E,9,,,,,
401E,Untrafficked,15,30,1.629320283,AlfaCorn,NT,60,401,71,4,1,E,9,0.223413379,1.491003009,0.33311002,1.88,2.9
401E,Trafficked,30,60,1.423381286,AlfaCorn,NT,60,401,71,4,1,E,9,,,,,
401E,Untrafficked,30,60,2.058902881,AlfaCorn,NT,60,401,71,4,1,E,9,0.271517303,1.497908209,0.406707997,2.2,3.3
401W,Trafficked,0,5,0.424173041,AlfaCorn,NT,60,401,71,4,1,W,9,,,,,
401W,Untrafficked,0,5,0.584341911,AlfaCorn,NT,60,401,71,4,1,W,9,0.168148434,1.421406448,0.239007269,1.81,2.8
401W,Trafficked,5,15,1.473549447,AlfaCorn,NT,60,401,71,4,1,W,9,,,,,
401W,Untrafficked,5,15,1.46702254,AlfaCorn,NT,60,401,71,4,1,W,9,0.179530917,1.587516762,0.28500834,1.57,2.3
401W,Trafficked,15,30,1.837758144,AlfaCorn,NT,60,401,71,4,1,W,9,,,,,
401W,Untrafficked,15,30,1.807351513,AlfaCorn,NT,60,401,71,4,1,W,9,0.188972877,1.554153567,0.293692871,1.22,2.2
401W,Trafficked,30,60,1.493737915,AlfaCorn,NT,60,401,71,4,1,W,9,,,,,
401W,Untrafficked,30,60,1.598000515,AlfaCorn,NT,60,401,71,4,1,W,9,0.183558069,1.748275835,0.320910136,0.43,1.1
402E,Trafficked,0,5,0.337289485,CC,CP,60,402,71,4,2,E,5,,,,,
402E,Untrafficked,0,5,0.265553786,CC,CP,60,402,71,4,2,E,5,0.261328641,1.19641899,0.312658548,3.11,4.6
402E,Trafficked,5,15,1.09185179,CC,CP,60,402,71,4,2,E,5,,,,,
402E,Untrafficked,5,15,0.883921855,CC,CP,60,402,71,4,2,E,5,0.249722531,1.454047737,0.36310848,2.84,3.9
402E,Trafficked,15,30,1.825800708,CC,CP,60,402,71,4,2,E,5,,,,,
402E,Untrafficked,15,30,1.686538564,CC,CP,60,402,71,4,2,E,5,0.260648691,1.453965698,0.378974256,3.04,
402E,Trafficked,30,60,1.659094653,CC,CP,60,402,71,4,2,E,5,,,,,
402E,Untrafficked,30,60,1.293885041,CC,CP,60,402,71,4,2,E,5,0.291850662,1.638112842,0.478084318,1.87,
402W,Trafficked,0,5,0.363027258,CC,CP,60,402,71,4,2,W,5,,,,,
402W,Untrafficked,0,5,0.22226617,CC,CP,60,402,71,4,2,W,5,0.177203507,1.131456218,0.20049801,1.97,2.9
402W,Trafficked,5,15,1.195845467,CC,CP,60,402,71,4,2,W,5,,,,,
402W,Untrafficked,5,15,0.612028425,CC,CP,60,402,71,4,2,W,5,0.209991533,1.469285226,0.308537457,1.81,2.6
402W,Trafficked,15,30,1.759953731,CC,CP,60,402,71,4,2,W,5,,,,,
402W,Untrafficked,15,30,1.258978376,CC,CP,60,402,71,4,2,W,5,0.232754575,1.481282634,0.344775311,1.86,
402W,Trafficked,30,60,1.741718551,CC,CP,60,402,71,4,2,W,5,,,,,
402W,Untrafficked,30,60,1.317777497,CC,CP,60,402,71,4,2,W,5,0.202521671,1.693368918,0.342943902,1.02,
405E,Trafficked,0,5,0.434650925,CC,CP,35,405,71,4,5,E,3,,,,,
405E,Untrafficked,0,5,0.043692877,CC,CP,35,405,71,4,5,E,3,0.263317453,1.052683394,0.277189911,3.16,4.6
405E,Trafficked,5,15,0.840295894,CC,CP,35,405,71,4,5,E,3,,,,,
405E,Untrafficked,5,15,0.614261476,CC,CP,35,405,71,4,5,E,3,0.284537082,1.369025437,0.389538503,3.14,4
405E,Trafficked,15,30,1.610056609,CC,CP,35,405,71,4,5,E,3,,,,,
405E,Untrafficked,15,30,1.440261337,CC,CP,35,405,71,4,5,E,3,0.296128708,1.367931122,0.405083676,3.07,
405E,Trafficked,30,60,1.102531429,CC,CP,35,405,71,4,5,E,3,,,,,
405E,Untrafficked,30,60,1.336024005,CC,CP,35,405,71,4,5,E,3,0.282205946,1.668037577,0.470730122,2.03,
405W,Trafficked,0,5,0.269959561,CC,CP,35,405,71,4,5,W,3,,,,,
405W,Untrafficked,0,5,0.132974672,CC,CP,35,405,71,4,5,W,3,0.208801956,1.341029747,0.280009634,2.46,3.6
405W,Trafficked,5,15,1.061299219,CC,CP,35,405,71,4,5,W,3,,,,,
405W,Untrafficked,5,15,0.792988476,CC,CP,35,405,71,4,5,W,3,0.218842002,1.584587822,0.346774371,2.24,3.1
405W,Trafficked,15,30,1.623413821,CC,CP,35,405,71,4,5,W,3,,,,,
405W,Untrafficked,15,30,1.097480478,CC,CP,35,405,71,4,5,W,3,0.24178273,1.544498365,0.373433031,2.9,
405W,Trafficked,30,60,1.556448379,CC,CP,35,405,71,4,5,W,3,,,,,
405W,Untrafficked,30,60,1.315364994,CC,CP,35,405,71,4,5,W,3,0.224411952,1.723722168,0.386823856,1.51,
411E,Trafficked,0,5,0.360623204,CC,NT,60,411,71,4,11,E,6,,,,,
411E,Untrafficked,0,5,0.162952949,CC,NT,60,411,71,4,11,E,6,0.205414013,1.438527565,0.295493719,2.43,3.7
411E,Trafficked,5,15,1.049454097,CC,NT,60,411,71,4,11,E,6,,,,,
411E,Untrafficked,5,15,1.186400696,CC,NT,60,411,71,4,11,E,6,0.21748072,1.509663211,0.328322642,2.33,3.2
411E,Trafficked,15,30,1.301315163,CC,NT,60,411,71,4,11,E,6,,,,,
411E,Untrafficked,15,30,1.928700678,CC,NT,60,411,71,4,11,E,6,0.238983929,1.55667042,0.372019214,1.89,
411E,Trafficked,30,60,1.174557486,CC,NT,60,411,71,4,11,E,6,,,,,
411E,Untrafficked,30,60,1.554133396,CC,NT,60,411,71,4,11,E,6,0.25453629,1.724200693,0.438871648,0.87,
411W,Trafficked,0,5,0.389939197,CC,NT,60,411,71,4,11,W,6,,,,,
411W,Untrafficked,0,5,0.235360109,CC,NT,60,411,71,4,11,W,6,0.20012747,1.183790497,0.236908997,2.6,3.6
411W,Trafficked,5,15,0.936043744,CC,NT,60,411,71,4,11,W,6,,,,,
411W,Untrafficked,5,15,1.211352342,CC,NT,60,411,71,4,11,W,6,0.228387097,1.429594465,0.326500929,2.47,3.1
411W,Trafficked,15,30,1.471495396,CC,NT,60,411,71,4,11,W,6,,,,,
411W,Untrafficked,15,30,1.783884733,CC,NT,60,411,71,4,11,W,6,0.245670301,1.471961874,0.361617317,2.26,
411W,Trafficked,30,60,1.711697214,CC,NT,60,411,71,4,11,W,6,,,,,
411W,Untrafficked,30,60,1.583079292,CC,NT,60,411,71,4,11,W,6,0.246430788,1.684416808,0.415092162,1.2,
414E,Trafficked,0,5,0.385761748,CC,NT,35,414,71,4,14,E,4,,,,,
414E,Untrafficked,0,5,0.111061001,CC,NT,35,414,71,4,14,E,4,0.202380952,1.437167917,0.290855412,2.07,2.9
414E,Trafficked,5,15,1.341255285,CC,NT,35,414,71,4,14,E,4,,,,,
414E,Untrafficked,5,15,1.27343898,CC,NT,35,414,71,4,14,E,4,0.199671997,1.495834593,0.29867628,1.71,2.4
414E,Trafficked,15,30,1.72878179,CC,NT,35,414,71,4,14,E,4,,,,,
414E,Untrafficked,15,30,1.599744434,CC,NT,35,414,71,4,14,E,4,0.222073876,1.513827439,0.336181527,1.85,
414E,Trafficked,30,60,1.613576359,CC,NT,35,414,71,4,14,E,4,,,,,
414E,Untrafficked,30,60,1.628910869,CC,NT,35,414,71,4,14,E,4,0.208582834,1.723903699,0.35957672,1.24,
414W,Trafficked,0,5,0.205585976,CC,NT,35,414,71,4,14,W,4,,,,,
414W,Untrafficked,0,5,0.112276033,CC,NT,35,414,71,4,14,W,4,0.182044888,1.235900509,0.224989369,2.46,3.4
414W,Trafficked,5,15,0.793520717,CC,NT,35,414,71,4,14,W,4,,,,,
414W,Untrafficked,5,15,1.180298115,CC,NT,35,414,71,4,14,W,4,0.186878728,1.562957715,0.292083549,2.01,2.9
414W,Trafficked,15,30,1.564289998,CC,NT,35,414,71,4,14,W,4,,,,,
414W,Untrafficked,15,30,1.217378125,CC,NT,35,414,71,4,14,W,4,0.215086207,1.513735175,0.325583557,1.85,
414W,Trafficked,30,60,1.405121435,CC,NT,35,414,71,4,14,W,4,,,,,
414W,Untrafficked,30,60,0.83754246,CC,NT,35,414,71,4,14,W,4,0.21389325,1.731790444,0.370418286,1.12,
420E,Trafficked,0,5,0.121882905,CC,CP,0,420,71,4,20,E,1,,,,,
420E,Untrafficked,0,5,0.000870802,CC,CP,0,420,71,4,20,E,1,0.170670038,1.257145457,0.214557063,1.79,2.8
420E,Trafficked,5,15,0.232372289,CC,CP,0,420,71,4,20,E,1,,,,,
420E,Untrafficked,5,15,0.056609613,CC,CP,0,420,71,4,20,E,1,0.205093834,1.451200325,0.297632238,1.7,2.8
420E,Trafficked,15,30,1.222772888,CC,CP,0,420,71,4,20,E,1,,,,,
420E,Untrafficked,15,30,1.140791901,CC,CP,0,420,71,4,20,E,1,0.203125,1.647199738,0.334587447,0.76,
420E,Trafficked,30,60,1.011648483,CC,CP,0,420,71,4,20,E,1,,,,,
420E,Untrafficked,30,60,1.308412956,CC,CP,0,420,71,4,20,E,1,0.222056075,1.78922537,0.397308363,1.43,
420W,Trafficked,0,5,-0.006819817,CC,CP,0,420,71,4,20,W,1,,,,,
420W,Untrafficked,0,5,-0.163034876,CC,CP,0,420,71,4,20,W,1,0.238607271,1.300919543,0.310408862,2.82,4.7
420W,Trafficked,5,15,0.130612947,CC,CP,0,420,71,4,20,W,1,,,,,
420W,Untrafficked,5,15,0.100947107,CC,CP,0,420,71,4,20,W,1,0.232751784,1.487503018,0.346218982,2.35,3.8
420W,Trafficked,15,30,1.13342798,CC,CP,0,420,71,4,20,W,1,,,,,
420W,Untrafficked,15,30,0.882493736,CC,CP,0,420,71,4,20,W,1,0.219548315,1.627337046,0.357279107,1.68,
420W,Trafficked,30,60,1.308594776,CC,CP,0,420,71,4,20,W,1,,,,,
420W,Untrafficked,30,60,0.970430177,CC,CP,0,420,71,4,20,W,1,0.179515829,1.812180872,0.325315151,0.66,
